Tanggal,Kategori,Is_Expense,Total Pemasukan,Total Pengeluaran,Keuntungan
9/4/2021,Pengiriman,1,0,5686000,5594673000
9/5/2021,Pembelian Barang,1,0,13089000,5581584000
9/5/2021,Pengandaan Barang,0,40000000,0,5621584000
9/5/2021,Pengandaan Barang,0,40000000,0,5661584000
9/6/2021,Pengiriman,1,0,6206000,5655378000
9/6/2021,Pengiriman,1,0,13055000,5642323000
9/7/2021,Pengiriman,1,0,5648000,5636675000
9/7/2021,Jasa Pemasangan,0,39394000,0,5676069000
9/8/2021,Jasa Pemasangan,0,39732000,0,5715801000
9/9/2021,Pengandaan Barang,0,40000000,0,5755801000
9/9/2021,Jasa Pemasangan,0,39856000,0,5795657000
9/10/2021,Pengiriman,1,0,9133000,5786524000
9/11/2021,Pengandaan Barang,0,40000000,0,5826524000
9/11/2021,Jasa Pemasangan,0,39658000,0,5866182000
9/11/2021,Pembelian Barang,1,0,7895000,5858287000
9/12/2021,Pengiriman,1,0,19366000,5838921000
9/12/2021,Pengiriman,1,0,13168000,5825753000
9/13/2021,Pembelian Barang,1,0,9920000,5815833000
9/13/2021,Pengandaan Barang,0,39362000,0,5855195000
9/14/2021,Pengiriman,1,0,19297000,5835898000
9/14/2021,Pembelian Barang,1,0,6758000,5829140000
9/15/2021,Pengandaan Barang,0,40000000,0,5869140000
9/16/2021,Pembelian Barang,1,0,5677000,5863463000
9/17/2021,Jasa Pemasangan,0,40000000,0,5903463000
9/17/2021,Pembelian Barang,1,0,11606000,5891857000
9/17/2021,Pengiriman,1,0,18177000,5873680000
9/18/2021,Pembelian Barang,1,0,17162000,5856518000
9/18/2021,Pengandaan Barang,0,40000000,0,5896518000
9/19/2021,Pembelian Barang,1,0,17100000,5879418000
9/19/2021,Pengiriman,1,0,17441000,5861977000
9/20/2021,Jasa Pemasangan,0,39553000,0,5901530000
9/21/2021,Pengandaan Barang,0,40000000,0,5941530000
9/21/2021,Pembelian Barang,1,0,6026000,5935504000
9/22/2021,Jasa Pemasangan,0,40000000,0,5975504000
9/22/2021,Jasa Pemasangan,0,40000000,0,6015504000
9/22/2021,Jasa Pemasangan,0,39329000,0,6054833000
9/23/2021,Pengiriman,1,0,8081000,6046752000
9/24/2021,Pengandaan Barang,0,40000000,0,6086752000
9/24/2021,Pengiriman,1,0,12698000,6074054000
9/24/2021,Pengandaan Barang,0,40000000,0,6114054000
9/25/2021,Pembelian Barang,1,0,13226000,6100828000
9/26/2021,Pengandaan Barang,0,39036000,0,6139864000
9/27/2021,Pengandaan Barang,0,38808000,0,6178672000
9/27/2021,Pengandaan Barang,0,39855000,0,6218527000
9/28/2021,Pengiriman,1,0,7418000,6211109000
9/28/2021,Pengandaan Barang,0,39478000,0,6250587000
9/28/2021,Pembelian Barang,1,0,16294000,6234293000
9/29/2021,Jasa Pemasangan,0,40000000,0,6274293000
9/29/2021,Jasa Pemasangan,0,40000000,0,6314293000
9/29/2021,Pengandaan Barang,0,39028000,0,6353321000
9/30/2021,Jasa Pemasangan,0,39483000,0,6392804000
9/30/2021,Pengiriman,1,0,5764000,6387040000
10/1/2021,Pembelian Barang,1,0,15792000,6371248000
10/2/2021,Pengiriman,1,0,10076000,6361172000
10/3/2021,Pembelian Barang,1,0,8577000,6352595000
10/4/2021,Pengandaan Barang,0,40000000,0,6392595000
10/4/2021,Jasa Pemasangan,0,40000000,0,6432595000
10/5/2021,Pengandaan Barang,0,39427000,0,6472022000
10/6/2021,Jasa Pemasangan,0,39001000,0,6511023000
10/7/2021,Jasa Pemasangan,0,40000000,0,6551023000
10/7/2021,Pengandaan Barang,0,39174000,0,6590197000
10/8/2021,Pengiriman,1,0,17290000,6572907000
10/8/2021,Pengandaan Barang,0,39610000,0,6612517000
10/9/2021,Pembelian Barang,1,0,5537000,6606980000
10/9/2021,Pengiriman,1,0,8720000,6598260000
10/10/2021,Pengandaan Barang,0,39829000,0,6638089000
10/10/2021,Pengandaan Barang,0,40000000,0,6678089000
10/11/2021,Pengiriman,1,0,5335000,6672754000
10/11/2021,Pembelian Barang,1,0,15024000,6657730000
10/11/2021,Jasa Pemasangan,0,39716000,0,6697446000
10/12/2021,Pengiriman,1,0,10994000,6686452000
10/13/2021,Jasa Pemasangan,0,39062000,0,6725514000
10/14/2021,Pembelian Barang,1,0,7938000,6717576000
10/15/2021,Pembelian Barang,1,0,7079000,6710497000
10/16/2021,Pengiriman,1,0,10370000,6700127000
10/16/2021,Jasa Pemasangan,0,38913000,0,6739040000
10/16/2021,Jasa Pemasangan,0,38857000,0,6777897000
10/17/2021,Pembelian Barang,1,0,8045000,6769852000
10/17/2021,Pembelian Barang,1,0,14898000,6754954000
10/17/2021,Pembelian Barang,1,0,6024000,6748930000
10/18/2021,Jasa Pemasangan,0,39654000,0,6788584000
10/19/2021,Pembelian Barang,1,0,19208000,6769376000
10/19/2021,Pengandaan Barang,0,40000000,0,6809376000
10/20/2021,Jasa Pemasangan,0,39111000,0,6848487000
10/20/2021,Pembelian Barang,1,0,13953000,6834534000
10/20/2021,Pengandaan Barang,0,38389000,0,6872923000
10/21/2021,Pembelian Barang,1,0,9148000,6863775000
10/22/2021,Jasa Pemasangan,0,38767000,0,6902542000
10/23/2021,Pembelian Barang,1,0,9600000,6892942000
10/24/2021,Pengandaan Barang,0,38534000,0,6931476000
10/25/2021,Pembelian Barang,1,0,8204000,6923272000
10/26/2021,Pengiriman,1,0,18135000,6905137000
10/26/2021,Jasa Pemasangan,0,39355000,0,6944492000
10/26/2021,Pembelian Barang,1,0,7819000,6936673000
10/27/2021,Jasa Pemasangan,0,38578000,0,6975251000
10/28/2021,Pembelian Barang,1,0,13810000,6961441000
10/28/2021,Pengandaan Barang,0,38677000,0,7000118000
10/28/2021,Pembelian Barang,1,0,17734000,6982384000
10/29/2021,Pengandaan Barang,0,38646000,0,7021030000
10/30/2021,Pembelian Barang,1,0,6125000,7014905000
10/30/2021,Pembelian Barang,1,0,5240000,7009665000
10/31/2021,Pembelian Barang,1,0,6935000,7002730000
11/1/2021,Pembelian Barang,1,0,15159000,6987571000
11/2/2021,Pengandaan Barang,0,39884000,0,7027455000
11/2/2021,Pembelian Barang,1,0,13594000,7013861000
11/2/2021,Pengiriman,1,0,19474000,6994387000
11/3/2021,Pengiriman,1,0,5632000,6988755000
11/3/2021,Pengandaan Barang,0,40000000,0,7028755000
11/4/2021,Pengandaan Barang,0,40000000,0,7068755000
11/4/2021,Pembelian Barang,1,0,9542000,7059213000
11/4/2021,Pembelian Barang,1,0,11520000,7047693000
11/5/2021,Pengiriman,1,0,16202000,7031491000
11/5/2021,Pengandaan Barang,0,40000000,0,7071491000
11/5/2021,Pembelian Barang,1,0,17303000,7054188000
11/6/2021,Pengiriman,1,0,12974000,7041214000
11/6/2021,Pengandaan Barang,0,40000000,0,7081214000
11/6/2021,Pembelian Barang,1,0,18835000,7062379000
11/7/2021,Pengandaan Barang,0,40000000,0,7102379000
11/7/2021,Pengandaan Barang,0,39070000,0,7141449000
11/8/2021,Pengandaan Barang,0,38188000,0,7179637000
11/8/2021,Pengandaan Barang,0,39343000,0,7218980000
11/8/2021,Pengandaan Barang,0,39319000,0,7258299000
11/9/2021,Pengandaan Barang,0,39155000,0,7297454000
11/9/2021,Pengandaan Barang,0,40000000,0,7337454000
11/9/2021,Pembelian Barang,1,0,8100000,7329354000
11/10/2021,Jasa Pemasangan,0,39732000,0,7369086000
11/10/2021,Pengiriman,1,0,7365000,7361721000
11/11/2021,Pengiriman,1,0,14188000,7347533000
11/11/2021,Pengandaan Barang,0,40000000,0,7387533000
11/12/2021,Jasa Pemasangan,0,39221000,0,7426754000
11/12/2021,Jasa Pemasangan,0,40000000,0,7466754000
11/12/2021,Pengiriman,1,0,7609000,7459145000
11/13/2021,Pengiriman,1,0,17013000,7442132000
11/13/2021,Pengiriman,1,0,14356000,7427776000
11/13/2021,Pembelian Barang,1,0,5997000,7421779000
11/14/2021,Pengiriman,1,0,11987000,7409792000
11/14/2021,Jasa Pemasangan,0,40000000,0,7449792000
11/15/2021,Pembelian Barang,1,0,6261000,7443531000
11/16/2021,Pengiriman,1,0,7756000,7435775000
11/17/2021,Pengandaan Barang,0,40000000,0,7475775000
11/17/2021,Jasa Pemasangan,0,40000000,0,7515775000
11/18/2021,Jasa Pemasangan,0,40000000,0,7555775000
11/18/2021,Pembelian Barang,1,0,11976000,7543799000
11/18/2021,Pengandaan Barang,0,39919000,0,7583718000
11/19/2021,Pembelian Barang,1,0,5070000,7578648000
11/20/2021,Pengiriman,1,0,10353000,7568295000
11/21/2021,Jasa Pemasangan,0,40000000,0,7608295000
11/21/2021,Jasa Pemasangan,0,40000000,0,7648295000
11/22/2021,Pembelian Barang,1,0,11375000,7636920000
11/22/2021,Pembelian Barang,1,0,8047000,7628873000
11/22/2021,Pembelian Barang,1,0,11681000,7617192000
11/23/2021,Pembelian Barang,1,0,12610000,7604582000
11/23/2021,Jasa Pemasangan,0,39650000,0,7644232000
11/23/2021,Pembelian Barang,1,0,15408000,7628824000
11/24/2021,Pembelian Barang,1,0,8208000,7620616000
11/25/2021,Jasa Pemasangan,0,40000000,0,7660616000
11/25/2021,Jasa Pemasangan,0,40000000,0,7700616000
11/26/2021,Pengandaan Barang,0,40000000,0,7740616000
11/27/2021,Jasa Pemasangan,0,40000000,0,7780616000
11/27/2021,Jasa Pemasangan,0,39592000,0,7820208000
11/27/2021,Jasa Pemasangan,0,40000000,0,7860208000
11/28/2021,Pengiriman,1,0,10846000,7849362000
11/28/2021,Pengiriman,1,0,5445000,7843917000
11/28/2021,Pembelian Barang,1,0,5643000,7838274000
11/29/2021,Pengiriman,1,0,17650000,7820624000
11/29/2021,Jasa Pemasangan,0,40000000,0,7860624000
11/30/2021,Pengandaan Barang,0,40000000,0,7900624000
11/30/2021,Pembelian Barang,1,0,16229000,7884395000
11/30/2021,Pengandaan Barang,0,39294000,0,7923689000
12/1/2021,Jasa Pemasangan,0,39289000,0,7962978000
12/1/2021,Pengandaan Barang,0,40000000,0,8002978000
12/1/2021,Jasa Pemasangan,0,40000000,0,8042978000
12/2/2021,Pembelian Barang,1,0,10302000,8032676000
12/3/2021,Pengandaan Barang,0,39677000,0,8072353000
12/3/2021,Pengiriman,1,0,13475000,8058878000
12/3/2021,Jasa Pemasangan,0,40000000,0,8098878000
12/4/2021,Pembelian Barang,1,0,19063000,8079815000
12/4/2021,Jasa Pemasangan,0,40000000,0,8119815000
12/4/2021,Pengiriman,1,0,9789000,8110026000
12/5/2021,Pengiriman,1,0,10334000,8099692000
12/5/2021,Pengiriman,1,0,12651000,8087041000
12/5/2021,Pengiriman,1,0,14532000,8072509000
12/6/2021,Pengandaan Barang,0,40000000,0,8112509000
12/6/2021,Pengiriman,1,0,13194000,8099315000
12/6/2021,Pengiriman,1,0,18090000,8081225000
12/7/2021,Pengandaan Barang,0,40000000,0,8121225000
12/8/2021,Pengandaan Barang,0,40000000,0,8161225000
12/9/2021,Pengiriman,1,0,19162000,8142063000
12/9/2021,Jasa Pemasangan,0,39990000,0,8182053000
12/9/2021,Pengandaan Barang,0,40000000,0,8222053000
12/10/2021,Pengandaan Barang,0,40000000,0,8262053000
12/11/2021,Jasa Pemasangan,0,40000000,0,8302053000
12/12/2021,Pengiriman,1,0,8204000,8293849000
12/13/2021,Pembelian Barang,1,0,18165000,8275684000
12/14/2021,Pengandaan Barang,0,40000000,0,8315684000
12/14/2021,Pembelian Barang,1,0,5991000,8309693000
12/14/2021,Pembelian Barang,1,0,16478000,8293215000
12/15/2021,Jasa Pemasangan,0,39191000,0,8332406000
12/15/2021,Jasa Pemasangan,0,39828000,0,8372234000
12/16/2021,Pengandaan Barang,0,39639000,0,8411873000
12/16/2021,Pengiriman,1,0,18930000,8392943000
12/17/2021,Jasa Pemasangan,0,39081000,0,8432024000
12/18/2021,Pengandaan Barang,0,38960000,0,8470984000
12/19/2021,Pembelian Barang,1,0,6763000,8464221000
12/20/2021,Pembelian Barang,1,0,16514000,8447707000
12/21/2021,Pengiriman,1,0,16722000,8430985000
12/22/2021,Pengiriman,1,0,14168000,8416817000
12/22/2021,Pembelian Barang,1,0,14144000,8402673000
12/22/2021,Pengandaan Barang,0,40000000,0,8442673000
12/23/2021,Jasa Pemasangan,0,40000000,0,8482673000
12/23/2021,Jasa Pemasangan,0,40000000,0,8522673000
12/24/2021,Jasa Pemasangan,0,40000000,0,8562673000
12/24/2021,Pengiriman,1,0,8080000,8554593000
12/25/2021,Pembelian Barang,1,0,9162000,8545431000
12/25/2021,Pengandaan Barang,0,39686000,0,8585117000
12/26/2021,Jasa Pemasangan,0,39975000,0,8625092000
12/27/2021,Pengiriman,1,0,16426000,8608666000
12/27/2021,Pengandaan Barang,0,40000000,0,8648666000
12/28/2021,Pengiriman,1,0,15233000,8633433000
12/29/2021,Pengandaan Barang,0,40000000,0,8673433000
12/29/2021,Jasa Pemasangan,0,40000000,0,8713433000
12/29/2021,Pengandaan Barang,0,39256000,0,8752689000
12/30/2021,Pengandaan Barang,0,40000000,0,8792689000
12/30/2021,Pengiriman,1,0,10673000,8782016000
12/30/2021,Pengiriman,1,0,19362000,8762654000
12/31/2021,Pembelian Barang,1,0,5800000,8756854000
12/31/2021,Pengandaan Barang,0,40000000,0,8796854000
1/1/2022,Pembelian Barang,1,0,9111000,8787743000
1/1/2022,Pengandaan Barang,0,39553000,0,8827296000
1/2/2022,Jasa Pemasangan,0,39900000,0,8867196000
1/3/2022,Pengiriman,1,0,11664000,8855532000
1/3/2022,Pengiriman,1,0,16456000,8839076000
1/4/2022,Jasa Pemasangan,0,40000000,0,8879076000
1/4/2022,Jasa Pemasangan,0,40000000,0,8919076000
1/4/2022,Pembelian Barang,1,0,6992000,8912084000
1/5/2022,Jasa Pemasangan,0,40000000,0,8952084000
1/5/2022,Jasa Pemasangan,0,39319000,0,8991403000
1/5/2022,Pembelian Barang,1,0,9007000,8982396000
1/6/2022,Pembelian Barang,1,0,10766000,8971630000
1/7/2022,Pengiriman,1,0,11073000,8960557000
1/8/2022,Pembelian Barang,1,0,7683000,8952874000
1/9/2022,Pembelian Barang,1,0,17702000,8935172000
1/9/2022,Pengiriman,1,0,5677000,8929495000
1/9/2022,Pengandaan Barang,0,38682000,0,8968177000
1/10/2022,Jasa Pemasangan,0,39542000,0,9007719000
1/10/2022,Pengandaan Barang,0,39514000,0,9047233000
1/11/2022,Pembelian Barang,1,0,16473000,9030760000
1/11/2022,Jasa Pemasangan,0,38659000,0,9069419000
1/11/2022,Pembelian Barang,1,0,6137000,9063282000
1/12/2022,Jasa Pemasangan,0,39540000,0,9102822000
1/12/2022,Jasa Pemasangan,0,40000000,0,9142822000
1/12/2022,Jasa Pemasangan,0,40000000,0,9182822000
1/13/2022,Pembelian Barang,1,0,10166000,9172656000
1/13/2022,Pengiriman,1,0,13813000,9158843000
1/14/2022,Pembelian Barang,1,0,16224000,9142619000
1/15/2022,Pengandaan Barang,0,40000000,0,9182619000
1/16/2022,Pengiriman,1,0,6296000,9176323000
1/16/2022,Pengandaan Barang,0,40000000,0,9216323000
1/16/2022,Jasa Pemasangan,0,40000000,0,9256323000
1/17/2022,Pengiriman,1,0,15687000,9240636000
1/17/2022,Jasa Pemasangan,0,39156000,0,9279792000
1/18/2022,Jasa Pemasangan,0,40000000,0,9319792000
1/18/2022,Jasa Pemasangan,0,39609000,0,9359401000
1/19/2022,Pengandaan Barang,0,38768000,0,9398169000
1/20/2022,Pembelian Barang,1,0,16243000,9381926000
1/20/2022,Pembelian Barang,1,0,18218000,9363708000
1/21/2022,Pengiriman,1,0,11635000,9352073000
1/21/2022,Pengandaan Barang,0,38774000,0,9390847000
1/21/2022,Pengiriman,1,0,12334000,9378513000
1/22/2022,Pengiriman,1,0,9482000,9369031000
1/22/2022,Pengandaan Barang,0,38888000,0,9407919000
1/22/2022,Jasa Pemasangan,0,39098000,0,9447017000
1/23/2022,Pengiriman,1,0,16033000,9430984000
1/23/2022,Jasa Pemasangan,0,39681000,0,9470665000
1/23/2022,Pembelian Barang,1,0,7284000,9463381000
1/24/2022,Pengandaan Barang,0,39640000,0,9503021000
1/24/2022,Pengandaan Barang,0,40000000,0,9543021000
1/24/2022,Jasa Pemasangan,0,40000000,0,9583021000
1/25/2022,Pengandaan Barang,0,39141000,0,9622162000
1/25/2022,Pengandaan Barang,0,39389000,0,9661551000
1/25/2022,Pengiriman,1,0,16577000,9644974000
1/26/2022,Pengiriman,1,0,14746000,9630228000
1/26/2022,Pembelian Barang,1,0,15963000,9614265000
1/26/2022,Pembelian Barang,1,0,14493000,9599772000
1/27/2022,Pengandaan Barang,0,40000000,0,9639772000
1/28/2022,Pengandaan Barang,0,40000000,0,9679772000
1/28/2022,Pengiriman,1,0,16163000,9663609000
1/29/2022,Pembelian Barang,1,0,15341000,9648268000
1/29/2022,Pengiriman,1,0,9507000,9638761000
1/30/2022,Jasa Pemasangan,0,39744000,0,9678505000
1/30/2022,Pembelian Barang,1,0,14251000,9664254000
1/30/2022,Pengiriman,1,0,6632000,9657622000
1/31/2022,Pembelian Barang,1,0,8904000,9648718000
1/31/2022,Pengandaan Barang,0,40000000,0,9688718000
1/31/2022,Pengandaan Barang,0,40000000,0,9728718000
2/1/2022,Pengiriman,1,0,18892000,9709826000
2/2/2022,Pengiriman,1,0,14671000,9695155000
2/3/2022,Pengandaan Barang,0,40000000,0,9735155000
2/3/2022,Pengiriman,1,0,6559000,9728596000
2/3/2022,Pengiriman,1,0,10035000,9718561000
2/4/2022,Pengiriman,1,0,7980000,9710581000
2/4/2022,Pengandaan Barang,0,40000000,0,9750581000
2/5/2022,Jasa Pemasangan,0,40000000,0,9790581000
2/5/2022,Jasa Pemasangan,0,40000000,0,9830581000
2/6/2022,Pembelian Barang,1,0,19957000,9810624000
2/6/2022,Pengiriman,1,0,13273000,9797351000
2/6/2022,Pembelian Barang,1,0,16227000,9781124000
2/7/2022,Jasa Pemasangan,0,39693000,0,9820817000
2/8/2022,Pengandaan Barang,0,39915000,0,9860732000
2/8/2022,Pengandaan Barang,0,40000000,0,9900732000
2/8/2022,Pengiriman,1,0,9804000,9890928000
2/9/2022,Pengandaan Barang,0,40000000,0,9930928000
2/10/2022,Pembelian Barang,1,0,9022000,9921906000
2/10/2022,Pengiriman,1,0,11020000,9910886000
2/11/2022,Pengiriman,1,0,17703000,9893183000
2/12/2022,Jasa Pemasangan,0,39599000,0,9932782000
2/12/2022,Jasa Pemasangan,0,40000000,0,9972782000
2/13/2022,Jasa Pemasangan,0,40000000,0,10012782000
2/13/2022,Jasa Pemasangan,0,40000000,0,10052782000
2/14/2022,Pengiriman,1,0,14765000,10038017000
2/15/2022,Pengiriman,1,0,12000000,10026017000
2/15/2022,Jasa Pemasangan,0,39684000,0,10065701000
2/16/2022,Pengiriman,1,0,14432000,10051269000
2/16/2022,Pengiriman,1,0,5701000,10045568000
2/16/2022,Jasa Pemasangan,0,38810000,0,10084378000
2/17/2022,Pengandaan Barang,0,40000000,0,10124378000
2/18/2022,Jasa Pemasangan,0,39407000,0,10163785000
2/19/2022,Pengiriman,1,0,17909000,10145876000
2/19/2022,Pembelian Barang,1,0,8011000,10137865000
2/20/2022,Pengandaan Barang,0,38962000,0,10176827000
2/20/2022,Pembelian Barang,1,0,17843000,10158984000
2/21/2022,Pembelian Barang,1,0,17808000,10141176000
2/22/2022,Pengandaan Barang,0,39148000,0,10180324000
2/22/2022,Pembelian Barang,1,0,7390000,10172934000
2/22/2022,Pengiriman,1,0,15777000,10157157000
2/23/2022,Pembelian Barang,1,0,8445000,10148712000
2/23/2022,Pengiriman,1,0,15283000,10133429000
2/24/2022,Pembelian Barang,1,0,12581000,10120848000
2/24/2022,Pengandaan Barang,0,38232000,0,10159080000
2/24/2022,Pembelian Barang,1,0,5104000,10153976000
2/25/2022,Pengiriman,1,0,12840000,10141136000
2/26/2022,Jasa Pemasangan,0,39539000,0,10180675000
2/26/2022,Pengiriman,1,0,5664000,10175011000
2/26/2022,Pengiriman,1,0,13275000,10161736000
2/27/2022,Pengiriman,1,0,9853000,10151883000
2/27/2022,Jasa Pemasangan,0,40000000,0,10191883000
2/28/2022,Pembelian Barang,1,0,19997000,10171886000
3/1/2022,Pembelian Barang,1,0,9330000,10162556000
3/1/2022,Jasa Pemasangan,0,40000000,0,10202556000
3/2/2022,Pengiriman,1,0,12576000,10189980000
3/2/2022,Pengandaan Barang,0,40000000,0,10229980000
3/3/2022,Pembelian Barang,1,0,14087000,10215893000
3/3/2022,Jasa Pemasangan,0,39004000,0,10254897000
3/3/2022,Jasa Pemasangan,0,39524000,0,10294421000
3/4/2022,Pembelian Barang,1,0,15810000,10278611000
3/4/2022,Jasa Pemasangan,0,39393000,0,10318004000
3/5/2022,Pengiriman,1,0,11723000,10306281000
3/5/2022,Pengandaan Barang,0,40000000,0,10346281000
3/5/2022,Pengiriman,1,0,9805000,10336476000
3/6/2022,Pengiriman,1,0,15435000,10321041000
3/6/2022,Pengiriman,1,0,16346000,10304695000
3/6/2022,Jasa Pemasangan,0,40000000,0,10344695000
3/7/2022,Pembelian Barang,1,0,10951000,10333744000
3/7/2022,Jasa Pemasangan,0,39694000,0,10373438000
3/7/2022,Pembelian Barang,1,0,11667000,10361771000
3/8/2022,Pembelian Barang,1,0,19838000,10341933000
3/8/2022,Pembelian Barang,1,0,13588000,10328345000
3/8/2022,Pembelian Barang,1,0,16838000,10311507000
3/9/2022,Jasa Pemasangan,0,40000000,0,10351507000
3/9/2022,Pembelian Barang,1,0,7335000,10344172000
3/10/2022,Pengandaan Barang,0,40000000,0,10384172000
3/10/2022,Pengiriman,1,0,6783000,10377389000
3/11/2022,Pembelian Barang,1,0,9854000,10367535000
3/12/2022,Pengiriman,1,0,18307000,10349228000
3/12/2022,Pengiriman,1,0,7687000,10341541000
3/13/2022,Pembelian Barang,1,0,8770000,10332771000
3/13/2022,Jasa Pemasangan,0,40000000,0,10372771000
3/13/2022,Jasa Pemasangan,0,39594000,0,10412365000
3/14/2022,Pengandaan Barang,0,40000000,0,10452365000
3/14/2022,Pembelian Barang,1,0,19112000,10433253000
3/14/2022,Pengandaan Barang,0,40000000,0,10473253000
3/15/2022,Pengandaan Barang,0,40000000,0,10513253000
3/15/2022,Pengandaan Barang,0,40000000,0,10553253000
3/16/2022,Pengiriman,1,0,8737000,10544516000
3/16/2022,Pengiriman,1,0,11198000,10533318000
3/17/2022,Jasa Pemasangan,0,40000000,0,10573318000
3/17/2022,Jasa Pemasangan,0,40000000,0,10613318000
3/17/2022,Pengiriman,1,0,14360000,10598958000
3/18/2022,Pembelian Barang,1,0,13032000,10585926000
3/18/2022,Pengandaan Barang,0,40000000,0,10625926000
3/19/2022,Pengiriman,1,0,14458000,10611468000
3/20/2022,Pengiriman,1,0,14877000,10596591000
3/20/2022,Pengandaan Barang,0,39784000,0,10636375000
3/21/2022,Jasa Pemasangan,0,40000000,0,10676375000
3/21/2022,Pengiriman,1,0,8375000,10668000000
3/22/2022,Pengiriman,1,0,9666000,10658334000
3/22/2022,Pengiriman,1,0,16830000,10641504000
3/22/2022,Pengiriman,1,0,14650000,10626854000
3/23/2022,Pembelian Barang,1,0,9730000,10617124000
3/24/2022,Jasa Pemasangan,0,39157000,0,10656281000
3/24/2022,Pengandaan Barang,0,40000000,0,10696281000
3/24/2022,Pengiriman,1,0,19589000,10676692000
3/25/2022,Jasa Pemasangan,0,40000000,0,10716692000
3/26/2022,Jasa Pemasangan,0,39144000,0,10755836000
3/27/2022,Pengandaan Barang,0,39546000,0,10795382000
3/27/2022,Jasa Pemasangan,0,38588000,0,10833970000
3/28/2022,Pengandaan Barang,0,39312000,0,10873282000
3/28/2022,Jasa Pemasangan,0,40000000,0,10913282000
3/28/2022,Jasa Pemasangan,0,39038000,0,10952320000
3/29/2022,Jasa Pemasangan,0,38097000,0,10990417000
3/29/2022,Jasa Pemasangan,0,37541000,0,11027958000
3/29/2022,Pengandaan Barang,0,37125000,0,11065083000
3/30/2022,Pengandaan Barang,0,36145000,0,11101228000
3/31/2022,Pengiriman,1,0,19210000,11082018000
4/1/2022,Pengandaan Barang,0,37792000,0,11119810000
4/1/2022,Pembelian Barang,1,0,8952000,11110858000
4/1/2022,Pembelian Barang,1,0,14775000,11096083000
4/2/2022,Pengandaan Barang,0,39081000,0,11135164000
4/2/2022,Pengiriman,1,0,19792000,11115372000
4/2/2022,Jasa Pemasangan,0,39135000,0,11154507000
4/3/2022,Jasa Pemasangan,0,39878000,0,11194385000
4/4/2022,Pengiriman,1,0,12595000,11181790000
4/5/2022,Jasa Pemasangan,0,40000000,0,11221790000
4/6/2022,Pengandaan Barang,0,40000000,0,11261790000
4/7/2022,Pengandaan Barang,0,40000000,0,11301790000
4/8/2022,Pengiriman,1,0,17929000,11283861000
4/8/2022,Pengiriman,1,0,9510000,11274351000
4/8/2022,Pembelian Barang,1,0,6063000,11268288000
4/9/2022,Pengiriman,1,0,16505000,11251783000
4/10/2022,Pengiriman,1,0,18334000,11233449000
4/10/2022,Pengandaan Barang,0,40000000,0,11273449000
4/11/2022,Pembelian Barang,1,0,10746000,11262703000
4/11/2022,Pengandaan Barang,0,39862000,0,11302565000
4/12/2022,Pengiriman,1,0,16088000,11286477000
4/12/2022,Pengandaan Barang,0,39649000,0,11326126000
4/13/2022,Pengiriman,1,0,13406000,11312720000
4/13/2022,Pembelian Barang,1,0,16550000,11296170000
4/14/2022,Pengiriman,1,0,10652000,11285518000
4/15/2022,Pengiriman,1,0,19859000,11265659000
4/15/2022,Jasa Pemasangan,0,40000000,0,11305659000
4/15/2022,Jasa Pemasangan,0,40000000,0,11345659000
4/16/2022,Pengandaan Barang,0,40000000,0,11385659000
4/16/2022,Pembelian Barang,1,0,9044000,11376615000
4/17/2022,Jasa Pemasangan,0,39899000,0,11416514000
4/18/2022,Pengandaan Barang,0,39718000,0,11456232000
4/18/2022,Pengandaan Barang,0,40000000,0,11496232000
4/18/2022,Pengandaan Barang,0,40000000,0,11536232000
4/19/2022,Pengandaan Barang,0,39317000,0,11575549000
4/19/2022,Pengandaan Barang,0,40000000,0,11615549000
4/19/2022,Pembelian Barang,1,0,18878000,11596671000
4/20/2022,Pengiriman,1,0,11274000,11585397000
4/21/2022,Jasa Pemasangan,0,40000000,0,11625397000
4/21/2022,Pembelian Barang,1,0,10449000,11614948000
4/21/2022,Pembelian Barang,1,0,16727000,11598221000
4/22/2022,Pembelian Barang,1,0,8450000,11589771000
4/22/2022,Pengandaan Barang,0,40000000,0,11629771000
4/22/2022,Pengandaan Barang,0,39199000,0,11668970000
4/23/2022,Pengandaan Barang,0,40000000,0,11708970000
4/24/2022,Jasa Pemasangan,0,40000000,0,11748970000
4/24/2022,Pengandaan Barang,0,40000000,0,11788970000
4/24/2022,Jasa Pemasangan,0,39401000,0,11828371000
4/25/2022,Pengiriman,1,0,10745000,11817626000
4/26/2022,Jasa Pemasangan,0,39230000,0,11856856000
4/26/2022,Pembelian Barang,1,0,13435000,11843421000
4/27/2022,Jasa Pemasangan,0,40000000,0,11883421000
4/28/2022,Pembelian Barang,1,0,14139000,11869282000
4/28/2022,Pengandaan Barang,0,40000000,0,11909282000
4/29/2022,Pengiriman,1,0,9918000,11899364000
4/29/2022,Pengiriman,1,0,12595000,11886769000
4/29/2022,Pengandaan Barang,0,39940000,0,11926709000
4/30/2022,Jasa Pemasangan,0,40000000,0,11966709000
4/30/2022,Pengandaan Barang,0,40000000,0,12006709000
4/30/2022,Pengiriman,1,0,13677000,11993032000
5/1/2022,Pembelian Barang,1,0,12766000,11980266000
5/1/2022,Pengiriman,1,0,19492000,11960774000
5/1/2022,Pengandaan Barang,0,40000000,0,12000774000
5/2/2022,Pengandaan Barang,0,40000000,0,12040774000
